"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
64,38,65,67,41,65,65,100,51,62,31,42,67,79,100,37,72,67,63,63,46,53,63,44,97,68,42,69,44,65,76,58,66,61,70,59,45,42,67,44,70,66,66,40,92,26,65,43,54,65
89,93,91,89,86,88,84,87,94,91,87,89,81,88,79,87,86,98,85,93,91,87,94,80,86,86,80,89,92,83,95,92,95,86,92,90,87,89,87,87,87,94,80,85,82,87,82,77,90,95
14,8,16,17,66,26,10,13,21,70,22,15,23,15,28,41,15,16,15,14,15,16,30,20,20,10,29,20,15,25,15,30,15,16,75,20,20,12,40,63,8,9,79,20,19,14,20,35,5,20
2,5,7,10,9,5,5,0,0,4,5,1,5,5,8,30,10,5,12,5,10,4,10,10,5,10,5,1,6,10,10,10,10,0,8,10,2,7,40,5,0,0,15,4,25,18,1,10,2,6
12,6,15,20,20,30,50,20,14,20,30,25,12,25,55,20,6,5,6,10,20,20,3,55,9,20,10,8,20,45,5,30,20,15,20,25,6,40,30,20,10,0,20,20,20,11,30,35,10,9
25,5,5,30,10,45,40,20,35,15,10,25,5,10,20,65,10,25,15,10,40,25,20,35,30,20,10,15,10,35,10,20,40,10,45,45,20,20,60,30,15,20,50,35,30,30,55,35,5,25
69,6,0,0,7,41,43,31,41,57,6,0,0,40,40,53,19,29,25,24,35,63,11,23,73,0,65,15,8,40,53,37,60,0,13,74,56,0,33,38,0,17,57,24,56,31,9,35,35,23
81,54,40,18,71,18,0,41,0,19,51,39,33,0,0,40,18,0,24,10,0,30,14,0,51,26,0,51,74,67,14,15,0,8,71,40,0,100,81,19,0,0,61,0,34,80,40,60,25,22
29,11,41,24,61,47,50,0,6,9,100,24,9,16,15,10,1,28,9,21,11,13,8,100,10,19,8,18,31,20,29,9,0,0,30,70,3,0,71,0,0,0,50,0,0,67,33,8,19,0
15,10,20,4,34,33,30,25,35,20,20,20,18,30,0,31,10,2,1,8,23,35,13,10,35,10,0,3,40,40,18,40,20,10,30,34,19,24,36,6,10,10,42,0,2,30,25,36,6,17
40,10,15,20,70,20,10,45,5,35,5,16,0,18,65,75,18,7,12,18,22,35,20,25,26,20,65,3,46,76,10,35,3,0,80,25,0,0,40,22,0,35,40,0,0,20,56,60,6,3
10,10,20,0,0,10,60,15,10,9,30,19,0,15,0,25,4,0,10,0,20,10,15,0,13,0,0,0,20,50,0,0,15,0,0,25,13,0,14,0,0,24,30,3,0,19,20,5,0,10
20,15,10,81,35,30,91,40,15,40,26,30,25,12,25,29,30,15,29,15,9,40,36,30,20,40,66,20,16,20,15,29,20,40,71,51,10,80,60,40,40,30,40,30,61,51,50,61,10,29
10,18,10,71,30,60,30,40,19,10,30,30,30,10,41,30,20,19,9,10,9,20,9,19,19,8,19,40,9,20,19,19,20,40,62,30,9,19,40,29,10,18,30,9,40,30,19,30,20,50
34,7,22,20,13,32,66,0,6,6,8,32,3,26,41,9,6,35,3,2,16,0,17,8,34,34,79,22,0,89,18,17,1,0,27,0,2,43,78,30,19,0,35,24,0,34,26,55,55,7
55,20,15,45,30,25,65,20,15,30,35,40,10,25,30,65,35,45,25,20,35,35,20,40,35,35,20,55,25,55,35,40,20,15,70,35,25,75,85,35,20,30,75,40,80,35,45,55,25,65
30,25,15,50,20,65,75,35,30,20,25,20,15,20,35,55,45,20,22,30,60,35,25,25,25,60,25,25,25,60,20,30,60,40,65,65,20,10,30,40,40,35,35,50,50,25,65,45,35,20
10,10,15,20,20,25,50,10,5,7,30,10,10,15,10,40,10,4,7,5,30,16,26,20,5,15,30,7,25,70,10,25,7,25,10,20,10,10,35,20,5,15,10,40,50,20,20,10,4,60
33,31,36,31,28,28,51,40,59,14,38,37,35,38,60,70,51,8,18,42,27,27,25,17,35,31,33,51,26,64,23,62,39,15,51,51,30,51,51,31,18,34,73,69,43,51,62,39,25,46
5,1,0,70,25,15,0,5,1,20,15,10,0,1,18,50,10,20,5,20,15,3,3,2,40,15,5,10,10,25,25,10,0,2,15,2,1,1,80,30,3,20,40,5,20,20,20,5,20,2
5,1,6,51,33,15,36,65,75,31,43,18,23,0,22,82,9,3,2,16,85,38,100,53,83,63,60,21,38,12,71,68,32,36,70,89,87,41,73,35,75,7,61,4,41,15,6,24,59,58
21,7,15,38,37,29,32,12,10,64,17,26,10,14,33,61,7,8,10,16,23,36,15,14,19,24,30,43,30,64,12,17,34,76,40,32,9,82,74,33,20,10,85,61,82,20,15,43,11,23
15,20,20,10,72,30,61,9,10,41,40,9,61,2,51,56,14,19,19,51,9,30,40,20,20,51,30,19,30,100,61,71,30,20,91,71,9,61,19,61,4,4,30,1,51,92,21,71,51,9
17,2,13,25,17,24,20,16,15,25,15,25,12,14,25,40,9,7,8,5,21,13,5,18,10,12,14,12,16,20,19,20,9,15,46,10,6,25,30,16,15,4,35,24,30,19,30,20,20,16
19,10,27,35,30,31,52,24,18,40,28,28,34,25,40,75,17,29,17,11,23,40,24,42,21,35,29,18,30,75,19,61,18,22,66,59,31,64,60,35,18,32,70,22,71,23,32,45,10,24
20,20,0,30,22,30,19,17,19,20,50,30,10,0,20,46,9,15,20,19,25,35,10,15,25,16,12,25,20,60,20,20,20,9,45,20,5,35,100,40,16,25,30,20,40,17,35,20,15,30
1,0,2,59,0,29,6,2,1,5,1,2,1,0,1,81,1,1,1,26,25,21,30,3,11,31,2,10,1,1,30,6,10,0,4,41,1,30,31,0,20,1,19,4,15,31,3,30,12,24
10,1,0,30,9,10,25,10,25,15,23,0,0,0,25,28,3,9,5,10,10,15,0,21,16,2,0,9,16,13,5,20,10,5,15,25,2,31,29,20,0,0,42,15,25,15,19,10,9,0
39,31,40,68,74,34,35,19,25,30,65,31,36,33,9,42,27,18,45,26,59,34,35,33,28,58,45,33,46,59,22,16,34,12,59,66,35,72,63,43,26,30,31,24,57,62,33,26,15,26
15,3,6,20,25,30,35,12,19,15,15,10,8,8,20,22,8,5,3,6,8,19,9,10,13,14,12,9,15,25,8,20,7,9,30,10,4,25,55,25,11,9,30,13,15,7,25,15,18,10
40,9,19,18,72,10,40,0,20,72,0,0,5,0,31,31,30,0,5,40,28,0,0,0,59,0,0,0,21,51,8,0,19,0,61,61,0,0,61,0,9,22,40,29,29,20,18,59,20,1
25,10,10,40,40,80,60,30,35,60,13,80,40,30,90,65,40,20,20,10,35,60,25,40,15,35,75,30,40,30,30,20,30,60,75,65,20,60,70,70,15,12,100,75,50,80,40,30,25,10
12,3,15,40,30,30,70,25,10,15,35,30,20,15,40,55,10,7,5,12,10,20,10,30,15,25,25,20,20,40,15,5,15,10,35,20,10,45,30,55,20,10,30,25,35,15,25,25,13,15
19,7,24,21,18,0,20,22,8,15,29,28,0,18,28,57,12,23,11,25,29,25,22,23,29,8,0,0,12,28,7,37,15,0,65,18,16,0,35,18,0,0,0,0,77,19,25,34,23,0
33,20,15,18,19,42,76,17,21,62,24,29,43,6,71,28,16,23,14,15,40,29,64,38,66,21,32,42,45,87,24,24,19,11,67,40,19,31,43,65,20,38,64,65,30,44,21,45,17,8
15,10,11,29,16,31,75,10,10,20,19,15,30,20,20,40,15,24,12,9,13,25,15,25,20,10,25,25,25,71,15,25,24,11,50,25,15,71,20,30,20,25,50,30,80,25,20,20,15,10
5,5,1,15,15,15,0,15,15,0,10,10,3,10,10,20,5,0,15,3,0,0,10,5,20,5,0,0,15,30,5,15,20,0,0,25,3,0,10,10,0,0,25,10,10,25,0,25,5,10
60,15,15,10,35,80,35,10,10,20,40,40,4,20,30,100,10,10,20,3,30,10,18,100,40,10,25,8,35,95,10,25,10,30,25,40,5,5,75,1,25,35,90,10,60,60,40,60,10,40
25,5,5,40,35,35,20,45,25,35,5,40,5,25,10,15,5,5,25,20,50,50,5,65,10,50,20,20,5,85,10,15,50,45,20,20,25,75,50,5,5,30,20,5,65,60,25,25,20,15
69,19,25,24,28,55,61,19,28,59,31,61,28,23,67,31,34,26,11,76,20,45,100,61,10,20,33,30,19,16,25,27,19,20,33,32,15,63,31,100,30,47,18,19,69,19,31,15,24,39
10,1,0,50,10,30,30,4,5,10,20,5,0,0,50,50,5,30,10,10,20,20,0,20,25,10,51,10,30,50,10,10,5,10,30,25,0,0,50,5,0,0,25,15,0,10,20,20,10,10
59,46,74,58,47,49,46,44,46,60,59,42,27,60,31,65,14,42,35,55,62,45,33,46,47,44,55,47,47,56,54,32,41,60,45,42,57,55,61,59,47,43,66,70,35,39,38,42,40,59
24,9,0,12,0,39,45,0,0,30,14,28,0,0,17,26,9,8,8,0,29,22,10,17,17,0,7,14,15,26,6,14,0,7,59,5,0,20,65,15,19,0,26,54,0,28,34,28,12,6
12,9,19,40,45,24,18,14,10,19,20,31,11,13,40,17,14,10,11,9,15,41,40,19,19,20,14,15,9,35,16,22,10,10,20,17,16,40,17,16,13,15,30,20,35,19,9,41,17,10
93,25,40,100,25,90,85,55,35,35,35,55,35,40,95,65,30,45,35,35,60,55,30,65,30,25,75,25,65,60,30,35,20,25,65,85,35,40,65,100,15,25,40,40,85,65,65,50,45,35
7,57,0,75,0,33,2,67,28,64,27,1,26,9,91,72,26,16,5,70,32,15,16,36,58,36,5,15,13,5,43,39,77,27,22,9,1,0,34,36,0,6,38,0,72,37,67,57,10,22
86,60,98,72,79,71,69,83,81,75,100,95,94,27,51,66,69,95,91,83,51,100,57,66,87,100,79,71,100,84,100,95,85,86,76,84,100,54,70,55,64,72,74,82,82,51,28,86,77,100
20,30,20,30,51,20,51,30,18,51,19,20,31,10,51,51,30,20,8,22,51,30,20,29,19,30,29,19,40,29,20,39,30,30,39,41,29,29,31,51,19,18,40,19,51,40,60,30,32,19
0,5,4,4,67,26,27,15,7,12,4,14,12,6,75,44,6,4,6,3,15,14,2,8,0,11,9,2,19,52,7,9,5,3,16,8,2,65,8,4,0,0,97,0,95,12,20,13,5,2
42,30,26,70,39,41,62,30,36,57,51,41,39,21,40,41,31,20,11,38,44,45,20,45,42,58,62,32,58,41,22,42,62,42,51,58,20,70,59,57,33,57,61,33,59,27,32,61,43,34
29,59,49,19,69,59,24,9,14,30,29,69,49,29,59,29,39,19,49,9,100,39,19,39,29,49,19,14,49,29,9,69,39,39,49,39,4,69,100,9,19,0,79,0,29,24,5,44,14,59
20,9,10,60,40,40,40,10,8,30,20,15,8,35,14,50,5,5,5,7,40,25,13,40,45,20,20,15,9,60,19,29,40,5,30,35,30,35,80,18,29,25,60,35,60,10,19,29,12,30
41,0,0,76,15,27,18,20,2,4,10,31,0,8,32,76,7,6,6,4,51,17,4,9,27,11,1,36,9,16,27,8,62,31,7,45,2,37,31,9,3,10,38,26,77,24,15,66,13,9
12,7,19,55,56,26,45,16,12,15,19,15,10,19,25,60,18,20,24,34,15,14,9,19,6,35,15,16,30,29,29,31,6,20,45,35,14,50,70,15,11,16,33,19,40,23,30,29,10,24
16,6,4,10,49,18,4,2,9,20,10,9,2,8,45,30,8,7,11,3,9,15,4,9,6,7,5,13,3,36,3,13,4,20,50,18,2,58,33,15,1,1,15,0,16,23,19,31,6,2
40,15,25,75,25,40,70,15,20,40,15,50,10,10,60,60,15,30,20,40,30,25,10,25,30,60,75,20,40,75,15,20,25,20,60,40,20,30,20,75,20,20,65,20,50,75,25,50,12,30
10,9,8,9,4,11,20,11,11,7,5,7,20,9,31,20,4,3,10,13,9,19,20,18,3,20,51,20,20,10,10,11,16,10,8,10,3,10,10,9,4,10,61,12,9,8,9,10,61,11
25,18,16,68,58,62,67,43,29,23,92,26,24,24,46,44,23,16,26,15,17,32,31,52,19,38,33,29,37,37,16,34,29,19,54,40,19,71,61,32,24,14,36,14,77,20,58,38,12,34
45,6,12,59,42,41,39,61,36,25,40,72,28,16,62,60,15,31,40,31,29,30,11,31,19,40,32,30,41,91,29,53,32,15,28,30,31,77,95,93,20,43,65,41,74,42,35,41,21,19
30,10,10,0,60,80,0,15,0,19,60,70,5,20,0,80,9,16,13,10,25,5,0,20,0,35,0,0,4,100,10,40,30,0,100,10,25,80,0,0,0,5,75,0,30,10,0,65,12,20
68,20,10,35,34,41,70,25,25,71,63,42,35,25,85,44,15,15,25,35,67,25,25,25,35,70,25,25,23,61,69,25,25,45,95,25,25,25,42,33,67,15,25,39,38,19,67,75,44,20
10,21,15,19,37,19,51,36,9,9,21,11,10,9,16,39,14,13,14,16,8,33,39,39,60,24,11,4,38,41,24,15,17,9,50,30,8,39,74,41,9,8,30,11,32,19,20,30,9,15
10,5,5,75,30,20,20,20,40,10,15,50,20,5,50,80,30,10,20,10,5,18,20,15,70,40,28,10,50,80,25,20,60,15,30,60,5,20,30,60,5,10,30,20,50,40,40,30,20,50
24,11,8,19,24,32,22,13,7,6,38,24,9,9,13,20,14,4,15,9,14,43,15,8,19,25,14,6,27,35,20,14,7,5,30,32,20,41,41,19,6,14,35,4,9,15,15,10,7,12
10,10,5,15,10,60,35,20,15,10,10,25,15,15,10,10,10,15,15,10,20,20,10,20,20,15,10,40,50,60,25,20,15,5,70,25,70,35,5,15,0,10,35,20,35,15,30,40,10,20
25,15,25,25,100,30,50,20,30,10,100,30,25,25,30,75,25,15,15,10,25,15,15,30,50,25,20,15,50,75,25,25,5,15,50,20,5,45,75,20,35,50,50,15,10,30,35,60,25,15
62,10,10,20,73,73,100,41,31,32,29,40,29,10,70,62,20,20,20,11,41,42,10,61,61,31,41,30,39,100,30,30,20,21,71,30,10,100,92,30,31,30,71,51,99,91,100,60,21,21
5,0,5,30,0,0,0,0,0,0,10,0,0,0,0,20,0,0,5,5,0,15,10,0,10,10,0,5,0,14,10,5,0,0,15,10,0,20,10,5,5,10,15,0,10,20,10,0,10,0
8,5,10,14,31,45,20,20,0,20,5,45,0,20,13,20,5,0,8,6,10,15,5,5,25,0,20,8,20,20,14,7,14,2,25,10,5,15,10,30,0,15,40,15,20,18,25,25,14,26
25,5,14,40,44,55,70,49,20,21,43,14,9,15,20,65,9,13,10,12,26,36,19,55,60,16,11,6,21,65,15,22,11,7,26,38,11,66,45,40,7,21,32,23,45,54,40,75,13,26
69,60,40,60,50,60,79,59,40,35,75,60,70,40,80,90,25,30,40,40,40,25,99,15,39,45,80,30,30,70,30,55,80,40,100,100,60,100,100,55,19,9,30,45,60,45,30,70,50,60
61,14,25,61,45,41,92,25,15,18,31,20,12,45,9,95,20,30,20,9,15,92,15,62,37,35,30,44,57,62,36,35,19,19,51,61,40,75,39,18,23,22,92,30,66,41,25,27,10,57
25,19,12,38,20,40,65,40,20,30,35,35,14,22,60,28,20,9,10,17,15,20,25,25,17,30,22,13,35,60,55,30,15,16,45,20,12,80,69,35,23,23,75,32,29,25,45,22,12,20
20,5,10,0,10,20,20,10,4,10,25,20,0,0,35,51,2,5,5,0,10,0,5,0,0,0,0,1,40,20,5,5,10,10,30,20,0,10,10,0,0,0,40,0,50,20,30,25,15,0
40,10,20,40,50,70,100,30,0,40,80,60,40,44,60,30,5,50,15,51,30,5,20,55,20,60,30,20,70,70,10,30,60,30,70,20,30,0,20,40,0,20,20,60,51,25,60,61,5,4
1,1,0,1,2,10,1,0,1,0,2,0,1,0,10,5,1,1,5,1,2,0,0,1,4,1,0,0,0,10,3,0,0,0,5,0,0,2,1,0,0,0,2,2,0,1,0,5,1,0
40,20,30,40,30,30,25,30,35,20,35,50,25,25,40,25,20,15,20,25,25,35,15,35,20,45,10,10,20,45,40,30,10,35,30,40,25,15,60,35,10,40,50,30,25,40,40,35,25,10
0,0,10,40,30,60,60,0,0,0,20,0,15,15,0,20,30,10,15,5,20,5,0,0,0,0,0,5,50,50,20,10,0,10,5,20,10,20,30,20,0,0,30,0,0,45,30,20,5,5
22,3,12,0,10,70,75,0,21,0,62,7,0,15,45,10,18,20,17,10,20,67,9,27,17,38,0,0,15,30,6,25,0,14,54,41,5,0,92,10,11,0,36,0,68,39,40,25,10,8
30,15,30,30,25,40,40,15,25,25,40,25,10,35,20,45,30,12,20,30,15,30,20,70,15,40,60,30,45,90,50,35,10,15,50,20,10,30,50,30,20,10,80,10,60,50,30,35,30,20
8,9,16,26,18,20,14,19,15,15,0,32,5,13,11,59,18,3,19,24,6,12,16,18,23,3,7,0,24,31,9,26,4,11,57,18,0,1,71,9,17,0,19,1,2,32,21,45,9,32
44,0,8,25,29,29,0,25,17,0,19,17,0,12,30,0,8,18,12,14,20,0,22,20,29,0,0,8,0,50,12,11,24,0,15,30,0,0,30,30,0,13,30,0,50,35,20,30,8,7
20,0,0,0,25,40,60,20,20,10,0,10,0,20,35,70,0,0,10,20,20,25,10,25,75,0,10,20,60,75,0,0,0,0,60,65,20,80,100,0,0,0,70,40,0,30,10,35,25,0
1,2,2,3,25,2,92,16,1,17,6,11,9,0,7,7,5,8,19,6,49,9,9,24,23,0,0,1,7,40,7,3,0,0,19,5,2,0,72,1,0,0,76,0,0,25,2,27,7,8
14,14,0,6,5,39,11,21,1,20,0,24,0,0,7,67,5,13,8,9,6,9,5,37,0,11,8,22,0,62,21,5,12,61,5,37,22,61,18,82,0,13,6,34,68,41,16,20,0,26
10,10,10,35,20,50,80,35,30,20,30,15,25,5,85,45,10,5,10,15,25,55,15,55,30,45,25,20,20,35,5,60,25,20,45,35,15,65,80,45,20,15,55,35,60,20,60,40,5,15
20,3,10,9,35,25,35,20,20,18,24,31,10,10,12,31,7,3,1,2,21,10,3,13,31,10,14,11,31,19,25,20,12,20,31,24,15,61,62,15,17,10,41,8,20,26,37,31,8,5
58,38,39,35,56,65,56,70,63,36,63,55,65,61,45,55,33,58,35,56,32,38,68,41,67,57,42,38,33,45,35,65,28,57,68,62,43,25,35,32,29,34,78,44,81,37,56,59,24,58
10,25,10,25,70,15,40,40,15,45,25,35,5,10,31,40,25,10,15,25,70,20,19,20,40,40,20,20,25,65,30,40,25,10,60,45,15,25,80,15,10,5,80,10,70,45,55,40,20,10
17,28,40,55,37,38,82,81,38,36,24,14,7,14,44,37,9,24,12,9,44,27,14,8,32,42,16,9,66,33,39,24,44,100,65,31,41,23,41,29,22,10,34,66,47,13,69,37,13,39
0,22,31,77,12,29,62,35,40,38,100,38,64,57,25,67,36,0,18,21,45,31,64,13,68,62,60,9,60,41,55,60,68,9,36,30,32,30,82,73,42,60,85,63,0,41,78,20,38,23
15,5,15,10,20,0,25,10,5,13,15,10,5,15,35,25,10,10,5,0,15,15,1,30,20,15,25,0,10,15,10,15,5,15,25,15,15,15,25,30,5,10,25,2,30,50,10,0,10,10
10,19,4,30,20,40,30,8,1,13,40,40,2,4,10,40,15,15,15,10,16,9,5,5,0,20,5,19,19,9,8,19,10,20,29,20,5,30,20,20,5,5,60,5,40,10,10,30,10,6
24,16,29,54,62,50,71,35,45,17,35,40,35,28,40,62,15,29,20,30,35,72,21,61,46,36,30,20,63,67,25,80,21,25,35,55,15,100,84,64,35,45,34,20,30,20,75,41,8,20
30,15,9,20,60,30,60,12,20,30,12,70,20,10,35,20,15,15,15,10,20,20,15,25,8,20,15,10,24,24,12,25,35,10,30,44,10,55,20,22,6,20,65,20,35,18,40,25,15,11
5,20,5,10,20,5,80,0,0,5,30,0,4,20,5,40,32,10,15,30,25,30,5,30,12,0,20,40,15,40,10,20,19,0,10,0,0,70,90,15,0,0,15,5,20,10,50,30,10,0
0,0,0,27,0,63,21,31,16,29,20,0,12,0,0,33,20,0,19,0,32,0,29,21,31,0,0,19,0,82,23,20,10,63,9,19,0,31,36,0,0,0,65,0,72,21,30,11,0,1
24,11,19,41,30,40,63,9,15,30,41,28,10,1,30,60,20,20,20,30,51,30,29,51,20,18,51,52,30,61,30,30,25,19,70,39,20,51,60,25,9,4,73,20,71,20,60,30,14,29
4,6,3,13,30,33,12,7,14,26,10,4,3,2,30,25,3,3,8,7,8,8,15,6,6,13,15,3,20,62,5,12,29,5,34,45,11,24,70,9,7,3,23,5,70,15,20,36,19,9
10,5,20,20,80,70,45,12,0,30,40,30,20,0,40,60,20,30,30,10,40,10,5,25,60,19,4,35,45,40,20,80,10,20,0,15,5,70,70,7,0,35,60,40,10,35,9,40,20,20
19,21,4,20,19,36,35,42,43,55,40,27,13,0,0,45,13,25,21,6,15,14,7,0,30,19,0,16,55,81,14,22,10,30,80,32,18,65,40,64,0,0,60,22,45,45,41,43,16,21
20,11,9,51,30,19,5,30,2,14,19,0,0,1,0,51,0,0,5,0,21,40,40,0,30,3,0,0,0,71,5,30,20,1,0,15,9,20,9,0,0,9,40,25,24,19,0,45,10,19
25,15,12,30,40,30,30,25,22,25,29,55,19,10,19,65,30,20,15,15,30,35,25,30,25,20,80,80,25,50,15,30,29,40,40,30,10,60,70,30,15,15,30,20,100,25,30,45,20,15
80,14,25,90,40,75,35,25,20,35,25,69,20,10,70,100,12,30,15,30,29,29,20,65,69,30,40,18,10,40,90,35,16,10,60,28,14,60,100,35,0,30,69,80,70,60,39,25,20,30
19,6,20,0,5,0,11,8,0,0,30,30,0,0,31,28,0,0,9,3,11,0,10,0,5,28,0,0,0,61,20,3,3,0,40,6,0,32,50,62,31,5,83,42,19,20,0,0,9,0
31,2,1,51,9,5,5,4,19,19,3,0,2,1,10,39,3,2,6,6,40,9,6,10,9,5,49,13,5,11,9,7,10,32,51,14,1,30,29,10,1,1,10,20,39,34,2,29,3,8
15,5,15,25,10,15,20,10,0,0,15,20,0,10,0,50,15,15,15,30,25,20,0,25,0,0,0,10,25,50,5,5,10,0,10,25,0,5,50,20,0,0,10,0,0,15,10,25,5,0
30,10,0,15,45,0,50,5,30,0,15,5,0,0,15,0,0,0,5,10,10,0,5,0,15,60,0,20,15,65,30,25,0,0,20,10,5,15,0,5,25,20,0,0,25,0,10,35,35,30
20,30,30,20,65,50,50,30,0,40,80,20,5,50,40,75,25,10,25,10,40,20,15,20,30,25,15,15,15,80,20,30,5,12,40,20,5,10,75,35,15,0,75,0,35,35,50,25,35,15
37,72,81,65,66,73,79,77,69,37,68,76,69,67,12,68,65,70,72,81,28,60,67,79,80,65,69,64,66,73,91,64,72,72,71,69,71,89,82,83,40,73,100,78,36,35,35,68,40,65
23,5,6,73,6,19,34,11,8,12,16,2,0,0,33,72,16,20,21,15,21,54,61,44,28,39,14,23,0,58,28,40,68,8,28,63,18,34,84,10,0,18,76,3,53,40,5,31,26,24
24,14,15,30,24,25,29,12,18,13,17,16,8,14,35,40,16,11,19,15,19,23,18,25,21,23,9,14,18,43,23,25,23,4,20,14,20,25,22,19,26,18,24,16,40,12,32,25,12,21
30,3,6,30,19,29,40,20,21,33,64,28,6,6,18,31,12,17,9,20,39,36,9,10,18,10,30,10,9,29,8,31,30,10,64,29,8,51,63,6,5,9,29,18,71,32,18,51,10,45
46,14,14,21,17,14,8,22,14,14,20,14,9,16,9,16,10,15,4,16,11,8,15,21,14,9,8,7,10,15,7,14,17,39,12,11,7,16,11,14,10,6,14,6,15,13,13,17,7,9
33,10,21,30,45,60,70,10,20,20,30,10,10,10,31,30,15,13,10,15,31,20,30,24,30,15,20,10,40,26,10,15,20,20,51,20,10,51,68,20,1,10,40,10,72,40,20,40,30,5
30,5,6,15,10,33,19,17,8,10,12,10,10,5,10,23,8,5,15,13,9,19,16,7,18,14,13,5,9,17,17,12,6,7,30,10,5,20,100,15,5,5,38,25,35,25,9,19,14,10
20,10,0,20,20,20,20,10,10,10,50,20,10,20,10,10,10,15,10,10,20,15,10,15,10,20,50,20,0,30,10,20,15,0,20,50,0,10,20,10,0,20,10,5,10,10,20,20,10,10
20,20,42,24,24,60,40,23,37,39,36,59,21,30,24,30,32,25,38,18,19,19,35,43,18,29,47,39,30,26,32,20,21,41,65,40,26,55,62,70,23,22,80,27,54,23,62,67,19,30
15,43,22,48,76,19,32,22,11,13,42,25,18,18,20,63,16,17,15,10,31,22,28,27,36,24,1,5,26,46,12,40,26,21,55,32,6,44,35,19,9,0,55,16,39,21,19,32,10,16
15,6,16,30,18,19,15,22,15,12,9,18,10,16,27,16,12,12,15,17,13,32,23,32,23,15,38,12,20,35,14,16,13,6,22,30,11,25,16,16,15,17,41,14,59,19,21,30,15,12
4,0,8,2,9,0,21,19,0,0,13,10,6,7,20,15,6,1,4,5,10,13,9,0,22,1,10,8,9,0,13,0,0,5,4,11,0,71,20,14,14,0,0,0,0,4,15,20,3,4
1,2,10,25,9,15,25,15,0,5,18,2,3,1,11,25,1,0,10,7,9,5,15,12,0,8,0,4,3,6,1,14,0,15,11,7,3,20,9,24,0,11,18,4,20,15,4,0,0,1
21,9,5,34,25,25,40,35,15,27,7,5,12,4,10,40,17,10,17,15,55,20,15,25,30,27,22,5,25,54,24,40,50,25,75,34,3,62,86,60,12,15,60,30,26,30,80,20,13,33
51,40,37,55,64,74,51,41,37,39,51,40,25,20,82,40,39,30,19,28,40,40,19,51,27,25,60,28,39,76,40,50,40,21,72,24,19,61,100,40,12,21,95,20,60,30,30,61,61,24
20,10,19,44,41,35,35,25,26,15,30,14,9,20,51,35,9,14,12,14,19,16,15,44,35,20,20,5,40,30,20,25,15,1,71,20,15,25,61,20,0,16,40,14,40,40,20,40,30,15
25,20,25,40,35,30,30,30,20,30,50,25,20,20,30,40,30,25,20,40,50,30,30,35,30,20,35,30,35,50,25,40,35,25,60,30,20,70,80,40,25,25,50,40,40,25,30,30,25,25
22,7,19,51,51,40,62,41,27,50,26,13,14,31,60,88,15,32,15,13,35,38,31,25,76,36,51,15,19,70,21,15,24,7,36,51,14,37,80,66,25,19,75,33,41,28,24,22,16,35
23,94,98,82,96,17,64,73,29,27,89,27,87,93,20,34,68,9,10,82,21,64,100,83,40,72,10,31,72,17,84,21,12,24,70,14,86,17,16,43,31,17,12,72,2,88,26,79,75,28
26,10,13,9,22,9,15,10,10,16,30,30,20,15,20,25,20,10,6,10,15,13,16,14,12,14,21,24,25,40,0,20,16,20,31,20,5,20,50,30,0,0,18,9,35,25,19,19,5,8
39,39,38,30,28,66,67,45,12,71,66,37,40,61,70,33,41,34,84,40,80,68,30,37,80,24,77,69,6,70,85,69,92,40,62,79,10,21,94,7,20,21,63,33,58,29,60,72,20,31
73,75,67,80,75,68,76,81,68,75,71,72,58,74,76,70,78,72,81,68,81,62,60,78,73,80,74,82,81,76,76,75,77,67,74,71,74,62,73,77,62,72,86,79,77,83,76,82,71,72
0,1,30,100,20,10,30,0,0,5,100,20,5,10,0,50,5,30,0,5,10,5,0,20,10,0,10,20,100,70,5,10,20,5,30,50,10,20,100,10,0,0,20,30,100,10,20,5,10,100
40,10,20,20,40,30,20,5,5,20,10,35,5,5,15,30,25,20,14,10,20,25,5,20,10,10,15,15,35,40,10,40,10,20,30,10,5,5,50,15,5,5,45,5,25,15,40,10,5,5
10,10,2,70,20,40,70,20,20,25,35,20,20,15,40,75,45,15,32,25,60,40,2,30,13,50,15,20,25,35,43,30,65,15,75,35,20,15,100,45,20,25,45,10,30,20,30,30,30,40
100,30,30,40,80,50,20,5,40,0,90,10,0,20,0,20,5,0,30,20,15,0,10,0,0,60,0,40,10,100,40,20,30,5,20,10,60,100,100,0,40,0,25,80,100,60,85,40,50,10
45,4,20,14,35,0,61,26,20,40,25,40,7,2,23,55,15,10,10,24,20,30,10,1,38,27,76,25,35,76,16,60,45,4,81,35,15,39,75,6,2,20,40,4,97,50,21,40,11,19
